IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP44;IP_PROP45;IP_PROP46;IC_GROUP0;IC_GROUP1;IC_GROUP2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
fe25305a-f8cc-11e6-80e7-0014d111070f;Чайный сервиз 6пер 15пр 800/250мл;Чайный сервиз 6пер 15пр 800/250мл;;30965;7114;;Япония;LEFARD;Чайные сервизы и наборы;1;0;0;0;0;;;7690.00;RUB
1850d7a6-f8cd-11e6-80e7-0014d111070f;Набор чайных пар 250мл 6шт;Набор чайных пар 250мл 6шт;;30966;6487;;Япония;LEFARD;Чайные сервизы и наборы;1;0;0;0;0;;;3200.00;RUB
bfb360bc-fd93-11e6-80e7-0014d111070f;Кукла фарфоровая 13см;Кукла фарфоровая 13см;;31048;5060;;Япония;LEFARD;Статуэтки и Куклы;1;0;0;0;0;;;610.00;RUB
139752c0-fd94-11e6-80e7-0014d111070f;Салатник Ягодка 20см;Салатник Ягодка 20см;;31049;5103;;Япония;LEFARD;Салатники и блюда;1;0;0;0;0;;;620.00;RUB
4036b21c-fd94-11e6-80e7-0014d111070f;Ваза резная 46см латунь;Ваза резная 46см латунь;;31050;6765;;Япония;LEFARD;Фруктовницы, Вазы, Конфетницы, Тортницы;1;0;0;0;0;;;6680.00;RUB
82f7e442-fd94-11e6-80e7-0014d111070f;Набор ножей 8пр;Набор ножей 8пр;;31051;1533;;Япония;LEFARD;Ножи кухонные;1;0;0;0;0;;;2540.00;RUB
9e2a6512-fd94-11e6-80e7-0014d111070f;Набор ножей 9пр;Набор ножей 9пр;;31052;528;;Япония;LEFARD;Ножи кухонные;1;0;0;0;0;;;2540.00;RUB
c2c1df8c-fd94-11e6-80e7-0014d111070f;Набор ножей 6пр;Набор ножей 6пр;;31053;970;;Япония;LEFARD;Ножи кухонные;1;0;0;0;0;;;1590.00;RUB
d708a56f-fd94-11e6-80e7-0014d111070f;Набор ножей 8пр;Набор ножей 8пр;;31054;287;;Япония;LEFARD;Ножи кухонные;1;0;0;0;0;;;2090.00;RUB
f2ba8a0d-fd94-11e6-80e7-0014d111070f;Набор ножей 6пр;Набор ножей 6пр;;31055;765;;Япония;LEFARD;Ножи кухонные;1;0;0;0;0;;;1220.00;RUB
06b0cc71-0303-11e7-80e7-0014d111070f;Блюдо для запекания с ручками 33см Сады Флоренции;Блюдо для запекания с ручками 33см Сады Флоренции;;31140;2983;;Япония;ANNA LAFARG;LCS Сады Флоренции;1;0;0;0;0;;;2380.00;RUB
29ce1d76-0303-11e7-80e7-0014d111070f;Блюдо для запекания с ручками 33см Натюрморт;Блюдо для запекания с ручками 33см Натюрморт;;31141;3536;;Япония;ANNA LAFARG;LCS Натюрморт;1;0;0;0;0;;;2380.00;RUB
f90e6c8a-856a-11e4-9422-0014d111070f;Точилка для ножей;Точилка для ножей;;22514;481;;Япония;LEFARD;Ножи кухонные;1;0;0;0;0;;;370.00;RUB
